Brand,Model,Variant,Name,Year,Km_Driven,Fuel,Seller_Type,Transmission,Owner,Selling_Price
10,590,103,507,2011,120000,4,1,1,0,250000
10,402,624,417,2011,60000,3,1,1,2,229999
12,363,622,806,2016,50000,1,1,1,2,299000
3,125,628,31,2010,124000,1,1,1,2,330000
10,9,597,314,2012,100000,4,1,1,4,180000
10,219,63,375,2017,42000,4,1,1,0,475000
10,223,674,390,2015,100000,1,1,1,0,325000
9,111,686,276,2016,28205,4,0,1,0,639000
12,85,542,728,2017,32670,4,0,0,0,415000
12,173,560,776,2013,56228,0,0,1,0,525000
10,506,311,446,2013,59319,4,0,1,0,425000
12,519,689,897,2016,39503,1,0,1,0,699000
10,219,72,381,2013,35299,4,0,1,0,325000
20,179,686,1232,2011,51687,4,0,1,0,275000
21,500,542,1312,2011,76259,4,0,0,0,269000
21,345,120,1288,2013,44049,1,0,1,0,399000
11,273,358,572,2017,45087,1,0,1,0,475000
20,179,686,1232,2011,41125,4,0,1,0,249000
21,349,120,1293,2011,54206,4,0,1,0,254999
18,356,303,1049,2012,52547,4,0,1,0,269000
12,166,707,778,2014,59110,1,0,1,0,665000
12,541,630,922,2014,54565,4,0,1,0,299000
10,590,549,526,2010,47564,4,0,1,2,265000
21,349,120,1293,2010,45143,4,0,1,2,211000
18,442,333,1057,2013,61624,4,0,0,2,599000
10,506,309,445,2014,50000,1,1,1,0,550000
19,432,504,1169,2010,120000,1,1,1,2,220000
12,447,694,878,2019,20000,4,1,1,0,500000
12,15,631,703,2010,30000,4,1,1,0,140000
12,447,688,872,2013,60000,1,1,1,0,325000
10,590,642,534,2010,90000,4,1,1,4,210000
12,15,631,703,2008,90000,4,1,1,2,110000
12,15,517,688,2017,40000,4,1,1,0,229999
12,15,511,682,2006,132000,4,1,1,0,165000
19,489,540,1189,2018,10980,4,0,0,0,525000
10,136,651,340,2018,20629,4,0,1,0,325000
10,220,549,383,2015,30000,4,1,0,0,400000
12,92,695,749,2015,69782,4,0,1,0,550000
12,5,675,671,2003,54000,4,1,1,0,98000
11,557,475,649,2013,63654,1,0,1,0,900000
17,288,525,1020,2017,60000,1,1,1,0,700000
11,419,496,605,2015,52000,1,0,1,0,890000
12,459,556,864,2015,59385,1,0,1,0,490000
10,590,442,517,2015,70378,4,0,1,0,525000
12,537,619,915,2013,55425,4,0,1,0,330000
11,64,441,546,2013,78413,1,0,1,2,550000
11,66,665,556,2018,40890,1,0,1,0,790000
9,75,641,243,2015,34823,4,0,1,2,350000
12,95,663,744,2017,55545,1,0,1,0,750000
9,26,715,215,2014,56541,1,0,1,0,409999
10,140,651,346,2016,43700,4,1,1,0,220000
19,240,619,1076,2009,120000,4,1,1,2,68000
10,136,651,340,2017,20000,4,1,1,0,290000
9,110,668,272,2014,27483,1,0,1,0,600000
12,447,630,866,2019,8000,4,1,1,0,470000
10,589,41,498,2008,30000,4,1,1,0,150000
12,15,511,682,2014,56207,4,0,1,2,180000
12,571,630,951,2006,70000,4,1,1,0,80000
9,527,692,312,2018,1440,4,1,1,0,875000
12,15,511,682,2019,50000,4,1,1,0,300000
21,343,257,1285,2011,63657,1,0,1,0,220000
11,505,271,639,2013,60000,1,1,1,0,250000
20,264,399,1240,2016,75000,1,0,1,0,919999
21,497,296,1309,2013,97248,4,0,1,0,380000
12,447,688,872,2012,46000,1,1,1,0,450000
10,506,318,450,2016,10000,4,1,0,0,770000
12,450,621,845,2018,80000,1,1,1,0,550000
19,319,386,1153,2011,100000,1,1,1,2,320000
12,374,556,825,2013,35000,4,1,1,0,400000
12,85,542,728,2017,50000,4,1,0,0,450000
12,371,707,826,2011,90000,1,1,1,4,220000
11,557,450,648,2012,150000,1,1,1,2,400000
10,506,312,447,2013,89000,4,1,1,2,530000
12,450,688,851,2014,60000,1,1,1,2,390000
6,229,135,88,2012,100000,1,1,1,2,185000
12,374,556,825,2012,100000,4,1,1,2,300000
12,464,556,873,2014,90000,1,1,1,2,575000
12,541,694,923,2014,75000,4,1,1,0,300000
20,182,192,1226,2017,36000,1,0,1,0,425000
10,558,69,481,2016,12000,4,1,1,0,350000
9,37,718,229,2017,12997,1,0,1,0,550000
12,92,158,738,2017,40000,4,1,0,0,500000
11,418,475,604,2015,60000,1,1,1,0,600000
11,355,559,582,2013,25000,1,1,1,2,300000
12,447,151,835,2015,24600,4,0,1,0,475000
12,528,630,914,2011,28481,4,0,1,0,260000
8,143,12,132,2013,100000,4,1,1,0,350000
11,557,450,648,2013,41988,1,0,1,0,750000
12,528,630,914,2009,30375,4,0,1,0,180000
17,275,9,1011,2017,7658,4,0,0,0,350000
12,450,688,851,2017,34400,1,0,1,0,611000
17,276,556,1015,2017,18500,4,0,1,0,325000
10,133,13,335,2012,48000,4,0,1,0,225000
12,529,694,904,2014,28942,4,0,0,0,300000
11,66,665,556,2017,50000,1,1,1,2,400000
11,557,450,648,2012,53600,1,0,1,0,711000
20,264,401,1242,2015,53652,1,0,1,0,851000
12,166,694,774,2014,25000,4,1,1,0,500000
20,264,406,1247,2007,80000,1,1,1,2,250000
12,15,517,688,2017,50000,4,1,1,0,150000
11,414,348,587,2016,15000,1,1,1,2,610000
11,273,355,569,2018,5000,4,1,1,0,450000
10,590,160,509,2017,106000,1,1,1,0,744000
3,430,7,51,2008,100000,4,1,1,4,120000
17,274,656,1014,2016,60000,4,1,1,4,220000
12,166,707,778,2012,120000,1,1,1,1,480000
12,91,556,736,2017,82000,4,1,0,0,370000
6,341,339,104,2003,35000,1,1,1,2,55000
10,506,281,440,2011,125000,1,1,1,4,260000
6,285,143,97,2015,130000,1,1,1,0,350000
12,15,508,679,2012,97000,0,1,1,2,170000
10,219,674,396,2015,90000,4,1,1,2,350000
12,450,695,856,2009,60000,4,1,1,4,250000
19,252,561,1101,2013,60000,1,1,1,0,170000
10,219,71,380,2019,25000,4,1,1,0,550000
9,72,95,238,2017,15000,4,1,1,0,400000
19,310,635,1138,2011,20000,4,1,1,0,120000
8,196,682,190,2010,70000,4,1,1,0,275000
19,584,126,1200,2016,90000,4,1,1,0,285000
10,123,165,321,2016,80000,1,1,1,0,900000
10,506,309,445,2013,70000,1,1,1,2,620000
8,192,106,174,2018,15000,4,1,1,0,650000
12,166,694,774,2014,35000,4,1,1,0,500000
19,319,385,1152,2009,120000,1,1,1,2,250000
11,298,640,578,2018,15000,1,1,1,2,950000
20,180,122,1219,2015,60000,4,1,1,0,320000
17,127,365,995,2013,120000,1,1,1,0,450000
11,273,359,573,2016,90000,1,1,1,0,350000
12,450,694,854,2015,90000,4,1,1,0,400000
10,594,163,531,2009,72000,1,1,1,2,250000
10,393,720,407,2001,50000,4,1,1,4,52000
10,506,313,448,2011,60000,4,1,0,4,450000
12,456,50,855,2018,40000,4,1,1,0,615000
12,375,632,827,2012,60000,1,1,1,2,400000
19,310,629,1136,2013,40000,4,1,1,0,60000
12,237,46,791,2017,9161,4,1,1,0,500000
9,309,690,309,2015,45000,4,1,1,0,600000
10,215,140,365,2010,110000,4,1,1,0,110000
10,400,651,416,2013,80000,4,1,1,0,175000
8,190,236,164,2011,100000,1,1,1,2,325000
12,450,621,845,2017,90000,1,1,1,0,425000
10,11,560,317,2009,70000,0,1,1,4,160000
12,575,555,944,2007,80000,4,1,1,4,100000
12,450,621,845,2014,110000,1,1,1,2,390000
10,590,104,508,2017,50000,4,1,1,0,400000
19,490,86,1190,2018,5000,4,1,1,0,509999
10,588,33,490,2008,90000,4,1,1,4,150000
10,399,604,418,2009,120000,4,1,1,0,110000
15,439,705,976,2013,80000,1,1,1,0,450000
10,590,104,508,2017,38000,4,1,1,2,400000
10,399,604,418,2009,120000,4,1,1,0,140000
19,252,561,1101,2011,90000,1,1,1,0,130000
12,15,511,682,2017,50000,4,1,1,0,160000
12,15,511,682,2016,60000,4,1,1,0,150000
11,557,450,648,2013,100000,1,1,1,2,500000
19,310,675,1142,2011,19000,4,1,1,0,40000
11,504,202,636,2015,70000,1,1,1,2,227000
12,447,688,872,2011,50000,1,1,1,2,285000
12,15,629,700,2012,19077,4,1,1,2,155000
10,134,633,337,2016,30000,4,1,1,0,210000
12,15,631,703,2009,80000,4,1,1,2,140000
20,264,407,1248,2015,128000,1,1,1,0,940000
15,483,363,988,2013,80000,1,1,1,0,750000
12,55,128,710,2016,100000,1,1,1,0,610000
15,441,632,979,2015,50000,1,1,1,0,450000
20,182,601,1228,2012,56000,1,1,1,0,409999
10,133,13,335,2018,21302,4,1,1,0,100000
17,274,24,1008,2018,10500,4,1,1,0,300000
11,64,440,545,2013,107000,1,1,1,0,400000
10,589,41,498,2010,60000,4,1,1,2,210000
10,406,617,423,2006,120000,4,1,1,2,90000
12,537,619,915,2010,70000,4,1,1,0,222000
12,15,511,682,2015,50000,4,1,1,2,240000
20,182,601,1228,2013,70000,1,1,1,2,450000
21,272,382,1277,2012,55300,1,0,0,0,735000
19,247,529,1091,2012,74300,1,0,1,0,285000
9,108,641,266,2010,48781,4,0,1,0,350000
21,272,340,1271,2010,87620,1,0,0,0,290000
21,492,256,1301,2017,40219,1,0,0,0,890000
9,266,692,303,2011,11473,4,0,1,0,385000
12,144,489,759,2017,8352,4,0,1,0,425000
12,542,541,926,2017,9745,4,0,0,0,525000
10,219,549,384,2017,9748,4,0,1,0,550000
21,343,19,1279,2012,49000,4,0,1,0,271000
10,221,645,385,2015,31080,4,0,1,0,490000
10,136,651,340,2014,37605,4,0,1,0,260000
10,558,36,475,2014,55850,1,0,1,0,455000
19,314,556,1140,2010,58850,4,0,1,0,75000
20,180,122,1219,2015,23839,4,0,1,0,421000
12,449,621,838,2016,54000,1,0,1,0,550000
10,589,44,499,2013,38000,4,0,0,0,330000
21,492,249,1297,2012,45454,1,0,1,0,390000
18,356,244,1041,2015,46957,1,0,0,0,599000
10,215,603,368,2007,60000,4,1,1,1,110000
17,277,647,1018,2016,25000,4,1,1,0,250000
11,414,639,600,2012,110000,1,1,1,1,600000
11,362,179,583,2008,90000,4,1,1,0,80000
12,17,694,695,2019,5000,4,1,1,0,350000
12,464,556,873,2015,60000,1,1,1,0,475000
12,450,688,851,2018,50000,1,1,1,0,500000
3,384,150,47,2014,120000,1,1,1,0,250000
10,9,563,313,2005,120000,1,1,1,2,100000
12,20,546,698,2019,5000,4,1,1,0,350000
10,399,698,421,2005,120000,4,1,1,2,95000
10,223,674,390,2015,58000,1,1,1,0,409999
11,555,556,645,2018,35000,1,1,1,0,1050000
12,17,694,695,2017,30000,4,1,1,0,320000
11,551,556,641,2019,10000,1,1,1,0,1000000
11,484,562,630,2018,20000,1,1,1,0,950000
12,450,707,858,2018,50000,1,1,1,0,750000
10,140,651,346,2014,42000,4,1,1,0,220000
19,236,701,1071,2017,50000,1,1,1,0,1000000
9,307,578,305,2017,116000,1,1,1,0,660000
12,166,707,778,2015,100000,1,1,1,0,716000
12,102,651,756,2015,66000,4,1,1,0,675000
11,414,629,598,2010,110000,1,1,1,4,385000
6,231,134,91,2014,70000,1,1,1,0,325000
10,123,286,328,2015,60000,1,1,1,0,950000
8,161,591,146,2007,110000,1,1,0,1,400000
19,248,625,1095,2014,25000,1,1,1,0,250000
12,15,511,682,2014,20000,4,1,1,0,210000
10,587,39,488,2011,110000,4,1,1,2,147000
12,521,645,898,2018,26350,1,1,1,0,725000
11,420,556,608,2012,90000,1,1,1,0,550000
10,600,41,542,2016,25000,4,1,1,0,475000
10,399,604,418,2014,50000,4,1,1,2,250000
19,239,626,1077,2006,60000,4,1,1,2,70000
10,136,651,340,2012,70000,4,1,1,4,160000
8,160,461,143,2011,90000,1,1,0,2,1000000
10,392,720,406,2001,70000,4,1,1,0,68000
10,219,63,375,2017,26500,4,1,1,0,500000
10,123,177,325,2020,10000,1,1,1,0,1050000
10,507,307,457,2017,50000,1,1,1,0,900000
12,15,629,700,2007,52000,4,1,1,2,100000
10,594,162,530,2013,90000,1,1,1,0,300000
19,252,629,1117,2011,60000,1,1,1,2,140000
8,192,107,175,2018,35000,4,1,1,0,550000
11,557,475,649,2012,71042,1,0,1,0,650000
14,339,480,965,2012,167870,1,0,1,2,1025000
8,186,239,153,2011,133564,1,0,1,0,195000
3,61,625,19,2011,70000,1,1,1,0,95000
12,56,41,712,2017,43608,4,2,1,0,585000
12,55,564,711,2018,11212,4,2,0,0,825000
10,590,183,515,2013,52000,1,0,1,0,280000
12,54,713,719,2016,49217,4,2,1,0,725000
11,504,203,637,2015,90000,1,1,1,0,300000
10,558,68,480,2015,70000,4,1,1,0,375000
9,104,690,264,2003,90000,4,1,1,1,310000
19,559,478,1194,2012,80000,1,1,1,2,400000
15,481,518,986,2014,80000,1,1,1,2,550000
12,144,497,761,2018,20000,4,1,1,0,270000
12,166,707,778,2012,110000,1,1,1,2,555000
8,143,207,133,2013,60000,1,1,1,2,500000
18,281,343,1035,2010,130000,1,1,0,2,400000
10,133,13,335,2017,28838,4,1,1,0,280000
19,239,576,1074,2006,100000,1,1,1,0,55000
12,15,512,683,2014,50000,4,1,1,0,250000
11,271,493,564,2007,100000,1,1,1,2,95000
11,414,348,587,2014,135000,1,1,1,2,725000
11,67,649,553,2015,50000,1,1,1,4,320000
3,61,625,19,2012,50000,1,1,1,0,160000
9,266,270,298,2018,19571,1,0,1,0,790000
12,447,630,866,2011,70000,4,1,1,0,175000
12,524,683,902,2018,15000,1,1,0,0,950000
12,84,556,724,2019,50000,4,1,1,0,340000
17,81,212,992,2017,13500,1,1,1,0,825000
9,36,556,228,2018,25000,1,0,1,0,780000
20,118,338,1206,2010,80000,4,1,0,4,350000
9,38,556,230,2018,39000,4,0,1,0,690000
12,15,517,688,2016,60000,4,1,1,0,245000
9,36,556,228,2018,49000,1,0,1,0,790000
9,34,716,232,2018,48600,4,0,1,0,680000
10,221,645,385,2017,20000,4,1,1,2,540000
11,273,360,574,2016,25000,4,1,1,0,425000
12,573,673,946,2008,120000,4,1,1,0,140000
17,288,525,1020,2015,35000,1,1,1,0,715000
19,584,127,1201,2018,54000,4,0,1,2,400000
10,410,617,428,2005,90000,4,0,1,2,114999
8,142,240,125,2018,21394,1,0,1,0,950000
5,213,650,77,2015,32686,4,0,1,0,310000
11,270,492,563,2006,1001,1,0,1,0,575000
17,351,659,1023,2017,22000,1,0,1,0,490000
10,219,642,391,2017,53261,4,0,1,0,480000
17,274,24,1008,2018,10000,4,0,1,0,370000
12,55,128,710,2017,14000,1,0,1,0,835000
21,343,444,1286,2017,44000,4,0,1,0,650000
20,179,687,1233,2014,39895,1,0,1,0,670000
3,126,542,32,2017,73000,1,0,0,0,950000
9,113,668,283,2014,17000,4,0,1,0,690000
21,343,444,1286,2017,18591,4,0,1,0,670000
19,321,231,1162,2017,26766,1,0,1,0,925000
10,140,651,346,2015,30000,4,1,1,0,250000
19,433,589,1170,2016,42000,1,1,1,0,509999
9,109,692,271,2014,110000,1,1,1,0,520000
19,239,575,1073,2005,100000,1,1,1,0,100000
19,252,629,1117,2009,110000,1,1,1,4,130000
8,142,240,125,2018,27620,1,0,1,0,950000
8,192,106,174,2015,70000,4,1,1,0,450000
9,104,660,261,2012,50000,4,1,1,2,320000
12,450,688,851,2015,50000,1,1,1,0,480000
20,264,418,1259,2012,82000,1,1,1,0,790000
12,332,556,804,2016,120000,4,1,1,0,120000
12,15,631,703,2006,80000,4,1,1,4,75000
19,240,619,1076,2010,70000,4,1,1,0,99000
12,369,435,817,2018,20000,1,1,1,0,1015000
20,265,420,1262,2011,120000,1,1,1,0,520000
12,450,688,851,2016,60000,1,1,1,0,525000
10,594,41,529,2016,40000,4,1,1,0,500000
11,417,496,602,2016,161327,1,1,1,0,675000
10,588,119,494,2009,60000,4,1,1,4,150000
11,64,573,549,2007,50000,1,1,1,0,250000
10,219,71,380,2018,6000,4,1,1,0,450000
10,399,703,430,2009,68000,4,1,1,2,150000
3,61,625,19,2012,85000,1,1,1,0,200000
11,424,390,611,2011,70000,1,1,0,0,525000
12,470,555,885,2010,100000,1,1,1,2,180000
9,27,715,221,2015,110000,1,1,1,0,475000
12,15,511,682,2015,46000,4,1,1,2,285000
12,23,555,705,2008,60000,4,1,1,2,91200
10,223,674,390,2015,42000,1,1,1,0,400000
10,405,542,422,2006,90000,4,1,0,2,160000
18,570,478,1062,2012,85000,1,1,1,2,650000
10,506,307,444,2012,120000,1,1,1,4,409999
8,143,208,134,2013,72000,1,1,1,0,425000
12,536,560,917,2013,71000,0,1,1,2,250000
12,450,695,856,2009,110000,4,1,1,1,200000
21,346,120,1289,2010,144000,1,1,1,1,130000
12,144,489,759,2017,30000,4,0,1,0,260000
10,506,669,461,2007,65000,4,0,1,0,155000
9,266,270,298,2015,38000,1,1,1,0,450000
12,372,650,820,2012,90000,4,1,1,2,220000
10,592,583,523,2018,37000,1,0,1,0,650000
12,15,511,682,2018,30000,4,0,1,0,285000
9,32,556,225,2018,26000,4,0,0,0,725000
12,92,712,755,2016,30000,4,0,1,0,625000
10,593,650,525,2016,23000,4,0,1,0,550000
10,585,642,489,2012,40000,4,0,1,0,240000
15,480,518,984,2014,27000,1,0,1,0,600000
19,319,384,1151,2012,65000,1,0,1,0,350000
10,140,651,346,2015,32000,4,0,1,0,245000
11,64,552,548,2016,56000,1,0,1,0,600000
11,421,619,606,2014,80000,1,0,1,0,620000
12,450,116,840,2014,52000,4,0,1,2,395000
12,166,711,779,2014,13250,4,0,1,0,635000
12,15,629,700,2011,36000,4,0,1,0,180000
12,471,651,887,2015,73000,1,0,1,2,484999
12,15,629,700,2004,60000,4,1,1,0,110000
12,542,555,930,2006,60000,4,1,1,2,150000
3,477,371,59,2012,110000,1,1,1,0,400000
19,246,145,1090,2012,70000,1,1,1,2,200000
17,127,522,1001,2013,60000,1,1,1,2,302000
12,457,556,857,2011,90000,1,1,1,1,215000
12,542,555,930,2004,80000,4,1,1,2,155000
20,264,401,1242,2014,101000,1,1,1,2,1000000
11,66,665,556,2018,44000,1,1,1,0,550000
12,447,152,836,2006,45000,4,1,1,0,200000
11,417,496,602,2017,120000,1,1,1,0,750000
12,571,630,951,2005,90000,4,1,1,2,90000
12,536,643,921,2007,120000,4,1,1,2,80000
10,135,651,338,2013,13500,4,1,1,0,229999
17,274,24,1008,2017,10000,4,1,1,0,350000
10,219,642,391,2015,25000,4,1,1,4,325000
19,490,87,1191,2018,8500,4,1,1,0,450000
12,372,583,819,2012,120000,1,1,1,0,250000
21,344,120,1287,2012,120000,1,1,1,0,225000
12,15,631,703,2009,90246,4,1,1,4,150000
12,22,555,701,2008,90000,4,1,1,2,110000
12,23,555,705,2010,40000,4,1,1,2,150000
17,127,520,999,2017,32000,1,1,1,2,610000
19,296,692,1130,2013,60400,1,1,1,0,170000
10,506,563,455,2008,70950,1,1,1,2,150000
10,558,34,473,2015,72000,1,1,1,0,375000
12,447,688,872,2013,90000,1,1,1,0,390000
10,591,94,519,2017,10000,4,1,1,0,600000
12,15,511,682,2014,25000,4,1,1,2,204999
10,506,563,455,2009,80000,1,1,1,2,270000
10,219,674,396,2017,10000,4,1,1,0,375000
12,54,713,719,2020,1100,4,1,1,0,700000
12,467,581,881,2017,40000,4,1,1,0,455000
10,589,40,497,2017,10000,4,1,1,0,375000
10,219,549,384,2014,31491,4,1,1,0,341000
12,450,688,851,2014,107143,1,1,1,2,200000
12,237,43,790,2017,15000,4,1,0,0,450000
10,400,651,416,2012,50000,4,1,1,2,170000
11,66,629,552,2016,60000,1,1,1,0,500000
12,522,651,900,2016,85000,1,1,1,0,819999
12,447,58,832,2014,40000,4,1,1,2,351000
10,588,119,494,2011,80000,4,1,1,2,195000
12,450,689,853,2008,82000,1,1,1,2,250000
12,573,38,940,2008,70000,4,1,1,2,120000
12,6,696,677,2009,70000,4,1,1,4,180000
11,273,357,571,2016,20000,1,1,1,0,430000
19,312,556,1135,2012,35000,4,1,1,2,75000
11,560,569,653,2017,80000,1,1,1,0,750000
19,310,635,1138,2011,40000,4,1,1,0,60000
11,69,454,561,2011,150000,1,1,1,1,390000
11,475,465,622,2016,50000,1,1,1,0,630000
10,588,119,494,2012,60000,4,1,1,2,190000
12,56,550,714,2018,25000,4,1,0,0,550000
12,15,511,682,2012,90000,4,1,1,4,200000
3,430,16,53,2011,60000,4,1,1,0,165000
8,195,591,183,2013,65000,1,1,1,0,260000
12,15,629,700,2011,40000,4,1,1,0,151000
12,519,689,897,2018,50000,1,1,1,0,780000
19,247,629,1093,2012,80000,1,1,1,4,175000
19,248,625,1095,2010,107500,1,0,1,0,170000
19,248,625,1095,2013,135000,1,0,1,2,210000
12,15,631,703,2007,43826,4,0,1,2,90000
10,592,650,524,2016,55838,4,0,1,0,535000
12,464,556,873,2007,112880,1,0,1,0,195000
19,250,154,1098,2011,90000,1,1,1,4,140000
15,438,700,977,2012,40000,4,1,1,0,350000
10,506,312,447,2013,66000,4,1,1,0,425000
17,274,24,1008,2017,30300,4,1,1,0,300000
21,495,591,1306,2013,85000,1,1,1,2,340000
12,450,695,856,2009,80659,4,0,1,0,250000
3,46,180,10,2008,81324,4,0,1,0,170000
9,27,715,221,2013,127884,1,0,1,0,315000
3,60,649,27,2015,50000,4,1,1,0,200000
3,60,649,27,2016,25000,4,1,1,0,300000
9,27,715,221,2015,66755,1,0,1,0,300000
9,104,585,259,2013,123084,4,0,1,0,380000
9,27,715,221,2013,95851,1,0,1,0,310000
12,545,533,932,2010,50000,4,1,1,0,260000
12,327,506,798,2008,50000,4,1,1,2,150000
12,177,555,784,2006,60000,4,1,1,2,85000
12,15,511,682,2015,15000,4,1,1,2,280000
11,568,533,663,2016,40000,1,1,1,0,850000
5,212,556,73,2017,20000,4,1,1,2,375000
10,149,646,349,2006,120000,1,1,1,4,125000
3,61,627,20,2012,110000,1,1,1,0,250000
10,590,166,511,2011,70000,1,1,1,0,220000
19,243,145,1082,2010,110000,1,1,1,2,110000
10,517,5,471,2007,84000,4,1,1,2,150000
5,361,645,83,2017,40000,4,1,1,0,220000
12,528,629,910,2006,96000,4,1,1,2,75000
19,252,625,1114,2009,20000,1,1,1,0,100000
8,192,107,175,2016,15000,4,1,1,0,380000
10,407,4,425,2007,50000,4,1,1,0,100000
21,342,335,1278,2010,80000,4,1,1,2,480000
20,179,601,1221,2012,124000,1,1,1,0,300000
3,61,625,19,2013,70000,1,1,1,0,190000
8,194,630,185,2012,130000,1,1,1,2,190000
8,142,261,129,2017,19014,4,0,1,0,650000
20,122,2,1213,2009,23262,4,0,1,0,300000
8,202,556,197,2016,29600,1,0,1,0,700000
10,589,40,497,2015,35925,4,0,1,0,310000
12,237,118,794,2018,12000,4,1,1,0,500000
20,179,686,1232,2013,40771,4,0,1,0,415000
12,85,542,728,2015,30500,4,0,0,2,395000
20,182,62,1223,2014,42000,4,0,1,2,430000
20,117,612,1216,2007,55800,4,0,1,2,215000
17,129,543,1004,2014,66569,1,0,1,0,550000
21,343,257,1285,2014,81358,1,0,1,0,415000
21,343,249,1283,2015,82695,1,0,1,0,450000
8,194,590,184,2014,68293,1,0,1,2,285000
9,269,564,304,2016,32000,4,0,0,0,580000
12,5,678,674,2006,64700,4,1,1,0,78000
19,583,129,1197,2016,88470,1,1,1,0,400000
10,506,282,441,2016,75000,1,1,1,0,850000
21,494,613,1305,2013,120000,1,1,1,2,450000
20,179,194,1217,2017,70000,1,1,1,0,780000
12,15,517,688,2020,1000,4,1,1,0,350000
11,355,558,581,2013,120000,1,1,1,2,285000
21,492,252,1299,2015,98000,1,0,1,0,525000
12,92,708,751,2014,90000,1,0,1,2,550000
21,39,249,1265,2018,70000,1,1,1,0,580000
19,311,662,1133,2013,25000,4,1,1,4,75000
19,291,654,1123,2009,60000,1,1,1,4,185000
12,328,505,800,2007,90000,4,1,1,1,110000
21,344,120,1287,2010,110000,1,1,1,2,350000
3,335,297,38,2005,126000,4,1,1,2,60000
11,475,463,620,2018,70000,1,1,1,0,695000
12,574,555,941,2007,74183,4,1,1,2,135000
11,67,649,553,2015,70000,1,1,1,2,640000
12,15,517,688,2014,90000,4,1,1,0,160000
19,239,630,1078,2004,46000,4,1,1,2,80000
12,450,688,851,2013,110000,1,1,1,2,340000
12,363,689,810,2012,80000,1,1,1,2,110000
19,433,589,1170,2013,90000,1,1,1,2,250000
11,355,558,581,2014,1,1,1,1,2,250000
12,534,643,913,2013,70000,4,1,1,1,240000
11,65,496,550,2007,120000,1,1,1,2,225000
12,542,647,933,2015,60000,4,1,1,2,275000
19,436,500,1174,2012,120000,1,1,1,2,320000
12,22,555,701,2008,120000,4,1,1,0,75000
19,240,619,1076,2007,50000,4,1,1,2,85000
19,244,555,1086,2009,120000,1,1,1,0,90000
12,536,643,921,2007,80000,4,1,1,2,85000
11,414,639,600,2008,80000,1,1,1,2,350000
18,444,377,1059,2009,100000,1,1,0,2,355000
12,447,694,878,2020,1500,4,1,1,0,619000
19,239,574,1072,2006,100000,1,1,1,2,55000
8,186,324,157,2006,83411,4,1,1,0,95000
21,494,613,1305,2011,120000,1,1,1,2,300000
8,186,324,157,2006,83411,4,1,1,0,81000
18,444,377,1059,2015,80000,1,1,0,2,1000000
12,166,688,772,2019,50000,1,1,1,0,925000
11,67,649,553,2015,40000,1,1,1,0,450000
11,414,589,597,2014,13270,1,1,1,0,600000
10,409,617,427,2006,100000,4,1,0,4,85000
11,486,482,634,2016,50000,1,1,1,0,700000
10,219,67,378,2017,26500,4,1,1,0,486000
12,447,688,872,2013,90000,1,1,1,0,400000
8,186,172,148,2008,100000,4,1,1,4,120000
12,15,511,682,2018,35000,4,1,1,0,275000
10,596,162,533,2016,57000,1,1,1,0,580000
12,450,630,848,2015,70000,4,1,1,0,375000
12,544,533,928,2015,100000,4,1,1,4,229999
12,15,629,700,2010,88000,4,1,1,2,110000
12,450,688,851,2017,60000,1,1,1,0,600000
12,6,696,677,2009,76000,4,1,1,2,120000
8,194,682,186,2010,100000,1,1,1,2,200000
10,506,309,445,2012,110000,1,1,1,2,450000
10,506,309,445,2012,80000,1,1,1,2,550000
12,15,629,700,2012,80000,4,1,1,2,220000
12,5,589,670,2001,30000,4,1,1,0,40000
17,275,8,1010,2017,20000,4,1,0,0,300000
11,66,664,555,2018,40000,1,1,1,0,630000
12,450,688,851,2017,40000,1,1,1,2,610000
10,558,111,483,2019,7000,4,1,1,2,660000
12,540,556,920,2012,80000,3,1,1,2,220000
15,305,652,971,2011,90000,1,1,1,2,138000
15,305,652,971,2013,13770,1,1,1,0,210000
12,581,617,952,2005,34000,4,0,1,0,125000
12,23,555,705,2008,102000,4,0,1,0,125000
9,109,668,269,2014,110000,1,1,1,0,725000
12,17,438,690,2011,90000,4,1,1,2,170000
12,542,555,930,2003,90000,4,1,1,2,70000
12,15,631,703,2007,70000,4,1,1,2,100000
9,115,326,285,2006,80000,4,1,1,2,300000
12,447,688,872,2013,100000,1,1,1,2,450000
12,450,688,851,2015,100000,1,1,1,0,530000
12,573,37,939,2007,143000,4,1,1,4,100000
9,104,267,257,2010,115000,4,1,1,2,350000
19,297,619,1131,2011,100000,1,1,1,2,165000
12,450,707,858,2019,120000,1,1,1,2,475000
11,565,619,657,2013,42000,1,1,1,0,350000
17,274,656,1014,2016,38000,4,1,1,0,229999
9,526,692,311,2018,35000,1,1,1,0,800000
12,450,707,858,2014,120000,1,1,1,2,475000
15,480,363,983,2014,136906,1,1,1,0,425000
12,96,651,747,2015,97000,1,1,1,2,660000
9,29,650,217,2019,10000,4,1,0,0,610000
9,75,641,243,2013,50000,4,1,1,4,240000
12,175,636,781,2005,60000,4,1,1,2,70000
20,120,571,1209,2011,120000,1,1,1,0,550000
19,245,99,1087,2010,120000,4,1,1,2,100000
11,64,664,558,2010,90000,1,1,1,2,350000
10,136,651,340,2013,120000,4,1,1,0,200000
10,151,556,354,2019,3000,4,1,0,0,720000
12,363,689,810,2014,133000,1,1,1,0,350000
